,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary,Age_Group_1,Age_Group_2,est_av_salary
24875,46,technician,married,secondary,no,1,no,yes,20,nov,3.33,1,-1,0,unknown,no,0,40-49,45-54,13032.0
24876,57,retired,married,secondary,no,3815,no,no,20,nov,1.5,2,-1,0,unknown,no,0,50-59,55-64,0
24877,55,technician,married,secondary,no,9774,yes,no,20,nov,3.78,1,-1,0,unknown,no,0,50-59,55-64,13032.0
24878,41,technician,married,secondary,no,1539,no,no,20,nov,1.67,2,-1,0,unknown,no,0,40-49,35-44,13032.0
24879,55,technician,married,secondary,no,361,yes,yes,20,nov,4.87,2,-1,0,unknown,no,0,50-59,55-64,13032.0
24880,46,technician,divorced,secondary,no,3455,yes,no,20,nov,2.0,4,190,2,failure,no,0,40-49,45-54,13032.0
24881,56,technician,married,secondary,no,23,no,no,20,nov,14.28,3,-1,0,unknown,yes,1,50-59,55-64,13032.0
24882,44,services,married,secondary,no,-230,yes,yes,20,nov,5.87,1,177,1,failure,no,0,40-49,35-44,8400
24883,34,services,single,secondary,no,16,yes,no,20,nov,5.67,1,-1,0,unknown,no,0,30-39,25-34,8400
24884,36,unemployed,married,secondary,no,-872,yes,yes,20,nov,2.55,1,183,1,failure,no,0,30-39,35-44,0
24885,35,blue-collar,married,secondary,no,667,no,no,20,nov,2.97,1,-1,0,unknown,no,0,30-39,35-44,
24886,32,blue-collar,married,secondary,no,305,yes,no,20,nov,1.22,1,-1,0,unknown,no,0,30-39,25-34,
24887,50,blue-collar,married,primary,no,2590,yes,no,20,nov,4.68,2,195,6,failure,no,0,50-59,45-54,
24888,30,self-employed,single,tertiary,no,-174,no,no,20,nov,1.33,1,-1,0,unknown,no,0,30-39,25-34,-
24889,30,technician,single,secondary,no,925,no,no,20,nov,4.0,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24890,55,management,married,tertiary,no,10065,no,no,20,nov,3.28,5,177,3,failure,no,0,50-59,55-64,21936.0
24891,32,blue-collar,single,secondary,no,3201,yes,no,20,nov,1.63,1,178,5,failure,no,0,30-39,25-34,
24892,39,unemployed,single,tertiary,no,7,yes,no,20,nov,15.52,4,-1,0,unknown,yes,1,30-39,35-44,0
24893,30,technician,single,secondary,no,4888,yes,no,20,nov,4.57,2,-1,0,unknown,no,0,30-39,25-34,13032.0
24894,30,technician,single,tertiary,no,3086,yes,no,20,nov,2.5,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24895,33,technician,married,secondary,no,1434,yes,no,20,nov,3.33,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24896,33,student,single,tertiary,no,2904,no,no,20,nov,0.7,1,-1,0,unknown,no,0,30-39,25-34,3648
24897,41,blue-collar,married,primary,no,6596,yes,no,20,nov,1.47,1,-1,0,unknown,no,0,40-49,35-44,
24898,30,services,married,secondary,no,3929,yes,no,20,nov,9.88,1,-1,0,unknown,yes,1,30-39,25-34,8400
24899,34,management,married,tertiary,no,273,yes,no,20,nov,5.13,1,188,1,success,no,0,30-39,25-34,21936.0
24900,31,management,married,tertiary,no,10,no,no,20,nov,4.72,1,-1,0,unknown,no,0,30-39,25-34,21936.0
24901,36,management,married,tertiary,no,0,yes,no,20,nov,2.32,1,-1,0,unknown,no,0,30-39,35-44,21936.0
24902,32,management,married,tertiary,no,3651,yes,no,20,nov,2.37,3,-1,0,unknown,no,0,30-39,25-34,21936.0
24903,35,technician,single,secondary,no,-476,yes,no,20,nov,0.95,6,177,4,failure,no,0,30-39,35-44,13032.0
24904,51,blue-collar,divorced,secondary,yes,56,yes,yes,20,nov,1.18,2,-1,0,unknown,no,0,50-59,45-54,
24905,45,management,single,tertiary,no,5769,no,no,20,nov,0.98,3,-1,0,unknown,no,0,40-49,45-54,21936.0
24906,32,blue-collar,married,secondary,no,3166,yes,no,20,nov,6.97,3,-1,0,unknown,no,0,30-39,25-34,
24907,36,blue-collar,single,secondary,no,2235,yes,no,20,nov,4.78,2,-1,0,unknown,no,0,30-39,35-44,
24908,30,services,divorced,secondary,no,78,yes,no,20,nov,2.45,2,-1,0,unknown,no,0,30-39,25-34,8400
24909,30,blue-collar,married,secondary,no,399,no,yes,20,nov,4.7,2,-1,0,unknown,no,0,30-39,25-34,
24910,51,blue-collar,married,primary,no,3185,yes,no,20,nov,3.12,2,-1,0,unknown,no,0,50-59,45-54,
24911,47,management,married,tertiary,no,186,no,no,20,nov,1.17,2,-1,0,unknown,no,0,40-49,45-54,21936.0
24912,50,management,married,secondary,yes,421,no,no,20,nov,0.37,5,-1,0,unknown,no,0,50-59,45-54,21936.0
24913,39,management,married,tertiary,no,225,yes,no,20,nov,9.23,2,-1,0,unknown,no,0,30-39,35-44,21936.0
24914,33,admin.,single,secondary,no,-281,yes,yes,20,nov,4.7,1,-1,0,unknown,no,0,30-39,25-34,10680
24915,49,self-employed,married,tertiary,no,2143,no,no,20,nov,3.77,3,-1,0,unknown,no,0,40-49,45-54,-
24916,46,technician,single,tertiary,no,628,no,no,20,nov,7.57,5,-1,0,unknown,no,0,40-49,45-54,13032.0
24917,44,admin.,single,secondary,no,10386,yes,no,20,nov,1.58,1,-1,0,unknown,no,0,40-49,35-44,10680
24918,55,admin.,divorced,secondary,no,166,no,no,20,nov,5.4,7,153,4,failure,no,0,50-59,55-64,10680
24919,47,management,married,tertiary,no,3844,yes,no,20,nov,4.27,4,-1,0,unknown,no,0,40-49,45-54,21936.0
24920,37,technician,single,secondary,no,-272,no,yes,20,nov,1.73,3,139,6,failure,no,0,30-39,35-44,13032.0
24921,45,self-employed,married,secondary,no,7,no,no,20,nov,11.52,1,-1,0,unknown,yes,1,40-49,45-54,-
24922,32,management,single,tertiary,no,4582,yes,no,20,nov,6.28,3,-1,0,unknown,no,0,30-39,25-34,21936.0
24923,42,services,married,secondary,no,2145,no,no,20,nov,2.07,3,-1,0,unknown,no,0,40-49,35-44,8400
24924,30,management,single,tertiary,no,4091,no,no,20,nov,1.6,2,-1,0,unknown,no,0,30-39,25-34,21936.0
24925,32,blue-collar,married,secondary,no,5,no,no,20,nov,4.48,1,-1,0,unknown,no,0,30-39,25-34,
24926,42,blue-collar,single,secondary,no,985,no,no,20,nov,2.35,2,-1,0,unknown,no,0,40-49,35-44,
24927,32,management,single,tertiary,no,999,yes,no,20,nov,0.83,1,-1,0,unknown,no,0,30-39,25-34,21936.0
24928,33,entrepreneur,married,tertiary,no,4465,yes,no,20,nov,2.68,1,183,2,failure,no,0,30-39,25-34,
24929,39,blue-collar,single,secondary,no,369,no,yes,20,nov,3.73,1,-1,0,unknown,no,0,30-39,35-44,
24930,32,services,single,secondary,no,2478,no,yes,20,nov,6.58,1,-1,0,unknown,no,0,30-39,25-34,8400
24931,53,blue-collar,married,primary,no,421,yes,no,20,nov,11.28,1,-1,0,unknown,yes,1,50-59,45-54,
24932,33,blue-collar,married,primary,no,261,yes,no,20,nov,4.2,1,-1,0,unknown,no,0,30-39,25-34,
24933,35,admin.,married,secondary,no,5250,yes,no,20,nov,6.05,1,-1,0,unknown,no,0,30-39,35-44,10680
24934,44,management,single,tertiary,no,3812,no,no,20,nov,2.87,2,-1,0,unknown,no,0,40-49,35-44,21936.0
24935,43,technician,married,tertiary,no,4333,yes,no,20,nov,24.83,3,-1,0,unknown,yes,1,40-49,35-44,13032.0
24936,37,management,married,tertiary,no,1060,no,no,20,nov,2.08,3,-1,0,unknown,no,0,30-39,35-44,21936.0
24937,56,management,married,tertiary,no,1803,no,no,20,nov,5.08,2,-1,0,unknown,no,0,50-59,55-64,21936.0
24938,33,technician,divorced,secondary,no,557,yes,no,20,nov,1.48,1,91,1,failure,no,0,30-39,25-34,13032.0
24939,42,services,married,secondary,no,6754,no,yes,20,nov,1.35,2,-1,0,unknown,no,0,40-49,35-44,8400
24940,33,blue-collar,single,primary,no,785,yes,no,20,nov,2.32,1,-1,0,unknown,no,0,30-39,25-34,
24941,40,technician,married,secondary,no,4441,yes,no,20,nov,2.55,2,183,2,failure,no,0,40-49,35-44,13032.0
24942,38,entrepreneur,married,secondary,no,868,no,no,20,nov,7.53,2,-1,0,unknown,no,0,30-39,35-44,
24943,53,blue-collar,married,secondary,no,3815,no,no,20,nov,1.25,2,149,3,failure,no,0,50-59,45-54,
24944,47,blue-collar,married,primary,no,2,yes,yes,20,nov,11.02,4,190,1,failure,no,0,40-49,45-54,
24945,54,management,divorced,secondary,no,300,yes,no,20,nov,9.37,2,-1,0,unknown,yes,1,50-59,45-54,21936.0
24946,33,admin.,married,secondary,no,2711,no,no,20,nov,3.07,1,104,1,failure,no,0,30-39,25-34,10680
24947,31,management,single,tertiary,no,16,no,no,20,nov,1.22,1,-1,0,unknown,no,0,30-39,25-34,21936.0
24948,47,blue-collar,married,secondary,no,5041,no,no,20,nov,3.07,1,-1,0,unknown,no,0,40-49,45-54,
24949,48,entrepreneur,married,primary,no,2675,no,no,20,nov,2.05,1,-1,0,unknown,no,0,40-49,45-54,
24950,31,housemaid,married,secondary,no,592,no,yes,20,nov,2.07,1,-1,0,unknown,no,0,30-39,25-34,8400
24951,43,blue-collar,divorced,primary,no,3550,no,no,20,nov,19.23,1,-1,0,unknown,yes,1,40-49,35-44,
24952,33,technician,single,tertiary,no,3827,no,no,20,nov,5.98,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24953,39,management,married,tertiary,no,1209,no,no,20,nov,1.0,1,-1,0,unknown,no,0,30-39,35-44,21936.0
24954,32,blue-collar,married,secondary,no,10142,yes,no,20,nov,4.15,1,-1,0,unknown,no,0,30-39,25-34,
24955,32,technician,single,tertiary,no,514,yes,yes,20,nov,2.73,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24956,57,management,married,tertiary,no,1172,yes,no,20,nov,1.2,1,-1,0,unknown,no,0,50-59,55-64,21936.0
24957,53,self-employed,divorced,secondary,no,8112,yes,yes,20,nov,1.07,1,-1,0,unknown,no,0,50-59,45-54,-
24958,52,unemployed,married,secondary,no,105,no,no,20,nov,1.6,1,-1,0,unknown,no,0,50-59,45-54,0
24959,30,blue-collar,single,secondary,no,7773,yes,no,20,nov,11.75,1,-1,0,unknown,yes,1,30-39,25-34,
24960,38,services,divorced,primary,no,0,yes,no,20,nov,4.17,1,155,2,failure,no,0,30-39,35-44,8400
24961,40,management,married,tertiary,no,2243,no,no,20,nov,2.97,4,-1,0,unknown,no,0,40-49,35-44,21936.0
24962,38,management,married,tertiary,no,5506,no,no,20,nov,1.23,1,-1,0,unknown,no,0,30-39,35-44,21936.0
24963,34,admin.,single,secondary,no,2677,yes,no,20,nov,4.32,1,-1,0,unknown,no,0,30-39,25-34,10680
24964,55,admin.,married,secondary,no,1102,yes,no,20,nov,3.25,1,189,2,failure,no,0,50-59,55-64,10680
24965,51,blue-collar,married,secondary,no,575,no,yes,20,nov,2.8,1,-1,0,unknown,no,0,50-59,45-54,
24966,37,entrepreneur,married,secondary,no,3,no,no,20,nov,1.6,1,-1,0,unknown,no,0,30-39,35-44,
24967,30,admin.,married,secondary,no,1794,no,no,20,nov,17.25,1,-1,0,unknown,yes,1,30-39,25-34,10680
24968,35,blue-collar,single,primary,no,258,yes,no,20,nov,2.4,1,-1,0,unknown,no,0,30-39,35-44,
24969,36,management,single,tertiary,no,2032,no,yes,20,nov,12.27,1,-1,0,unknown,yes,1,30-39,35-44,21936.0
24970,57,services,single,secondary,no,2236,yes,no,20,nov,0.85,8,190,2,failure,no,0,50-59,55-64,8400
24971,36,management,single,tertiary,no,2685,no,yes,20,nov,1.85,2,-1,0,unknown,no,0,30-39,35-44,21936.0
24972,33,blue-collar,married,secondary,no,3605,yes,no,20,nov,5.13,1,-1,0,unknown,no,0,30-39,25-34,
24973,42,services,single,secondary,no,7704,yes,no,20,nov,2.55,3,-1,0,unknown,no,0,40-49,35-44,8400
24974,43,management,married,tertiary,no,1646,yes,no,20,nov,3.57,1,-1,0,unknown,no,0,40-49,35-44,21936.0
24975,32,blue-collar,married,primary,no,726,yes,no,20,nov,3.13,2,-1,0,unknown,no,0,30-39,25-34,
24976,32,technician,single,secondary,no,5205,no,no,20,nov,5.87,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24977,30,services,single,secondary,no,9720,no,yes,20,nov,4.25,2,-1,0,unknown,no,0,30-39,25-34,8400
24978,46,management,married,tertiary,no,197,no,no,20,nov,1.97,4,-1,0,unknown,no,0,40-49,45-54,21936.0
24979,40,admin.,married,secondary,no,7711,yes,no,20,nov,3.17,5,135,1,failure,no,0,40-49,35-44,10680
24980,31,student,single,tertiary,no,307,no,no,20,nov,9.95,2,-1,0,unknown,no,0,30-39,25-34,3648
24981,31,blue-collar,married,secondary,no,2591,yes,no,20,nov,0.92,1,-1,0,unknown,no,0,30-39,25-34,
24982,34,self-employed,married,tertiary,no,1545,yes,no,20,nov,14.92,1,183,2,failure,no,0,30-39,25-34,-
24983,32,admin.,married,secondary,no,2555,yes,no,20,nov,2.08,1,-1,0,unknown,no,0,30-39,25-34,10680
24984,33,blue-collar,married,secondary,no,53,no,no,20,nov,1.88,1,-1,0,unknown,no,0,30-39,25-34,
24985,40,blue-collar,married,primary,no,60,no,no,20,nov,5.42,2,-1,0,unknown,no,0,40-49,35-44,
24986,33,management,married,tertiary,no,3401,no,no,20,nov,4.22,1,-1,0,unknown,yes,1,30-39,25-34,21936.0
24987,38,blue-collar,married,primary,no,1327,yes,no,20,nov,4.62,1,-1,0,unknown,no,0,30-39,35-44,
24988,31,technician,married,secondary,no,3706,yes,no,20,nov,2.15,1,-1,0,unknown,no,0,30-39,25-34,13032.0
24989,38,entrepreneur,married,tertiary,no,1110,yes,no,20,nov,14.8,2,183,2,failure,yes,1,30-39,35-44,
24990,41,blue-collar,married,primary,no,875,yes,no,20,nov,3.28,1,-1,0,unknown,no,0,40-49,35-44,
24991,30,self-employed,married,tertiary,no,1930,no,no,20,nov,1.33,1,-1,0,unknown,no,0,30-39,25-34,-
24992,51,technician,married,secondary,no,-153,no,no,20,nov,1.2,2,92,4,failure,no,0,50-59,45-54,13032.0
24993,39,management,married,tertiary,no,2450,no,no,20,nov,6.37,2,-1,0,unknown,no,0,30-39,35-44,21936.0
24994,36,blue-collar,married,secondary,no,7449,yes,no,20,nov,3.12,2,-1,0,unknown,no,0,30-39,35-44,
24995,31,entrepreneur,single,tertiary,no,627,no,no,20,nov,8.1,2,-1,0,unknown,no,0,30-39,25-34,
24996,46,admin.,married,secondary,no,2869,yes,no,20,nov,2.52,2,-1,0,unknown,no,0,40-49,45-54,10680
24997,51,technician,divorced,secondary,no,7928,yes,no,20,nov,2.07,1,-1,0,unknown,no,0,50-59,45-54,13032.0
24998,36,management,married,secondary,no,0,no,no,20,nov,1.33,1,-1,0,unknown,no,0,30-39,35-44,21936.0
24999,57,services,married,secondary,no,1556,yes,no,20,nov,5.67,1,-1,0,unknown,no,0,50-59,55-64,8400
25000,37,entrepreneur,married,tertiary,no,836,yes,no,20,nov,3.72,1,177,2,failure,no,0,30-39,35-44,
25001,35,admin.,married,secondary,no,3863,yes,no,20,nov,3.98,1,-1,0,unknown,no,0,30-39,35-44,10680
25002,44,technician,married,secondary,no,7876,yes,no,20,nov,3.53,1,101,2,failure,no,0,40-49,35-44,13032.0
25003,32,services,married,secondary,no,983,yes,no,20,nov,8.33,2,133,1,failure,yes,1,30-39,25-34,8400
25004,48,management,married,tertiary,no,1348,no,no,20,nov,2.07,1,-1,0,unknown,no,0,40-49,45-54,21936.0
25005,34,management,single,tertiary,no,3035,no,no,20,nov,19.43,1,-1,0,unknown,no,0,30-39,25-34,21936.0
25006,31,entrepreneur,single,secondary,no,0,yes,no,20,nov,4.3,1,-1,0,unknown,no,0,30-39,25-34,
25007,30,management,single,tertiary,no,1456,yes,no,20,nov,3.78,1,-1,0,unknown,no,0,30-39,25-34,21936.0
25008,34,admin.,single,tertiary,no,5007,yes,no,20,nov,0.85,1,-1,0,unknown,no,0,30-39,25-34,10680
25009,34,blue-collar,married,secondary,no,1979,yes,no,20,nov,4.72,1,-1,0,unknown,no,0,30-39,25-34,
25010,34,technician,single,tertiary,no,2283,no,no,20,nov,13.17,1,-1,0,unknown,no,0,30-39,25-34,13032.0
25011,49,management,single,tertiary,no,4465,yes,no,20,nov,1.2,2,-1,0,unknown,no,0,40-49,45-54,21936.0
25012,31,admin.,married,secondary,no,9911,no,no,20,nov,10.07,1,-1,0,unknown,no,0,30-39,25-34,10680
25013,43,self-employed,married,secondary,no,5704,yes,no,20,nov,2.57,3,106,2,failure,no,0,40-49,35-44,-
25014,31,self-employed,single,tertiary,yes,-282,yes,no,20,nov,2.18,3,-1,0,unknown,no,0,30-39,25-34,-
25015,59,technician,divorced,secondary,no,2396,no,no,20,nov,8.13,1,-1,0,unknown,yes,1,50-59,55-64,13032.0
25016,38,blue-collar,married,secondary,no,0,no,no,20,nov,4.43,3,-1,0,unknown,no,0,30-39,35-44,
25017,33,self-employed,single,tertiary,no,1354,yes,no,20,nov,2.17,2,-1,0,unknown,no,0,30-39,25-34,-
25018,59,retired,married,secondary,no,6888,no,no,20,nov,17.08,2,-1,0,unknown,yes,1,50-59,55-64,0
25019,40,unemployed,divorced,secondary,no,452,no,no,20,nov,1.63,1,-1,0,unknown,no,0,40-49,35-44,0
25020,31,self-employed,single,tertiary,no,8460,no,no,20,nov,1.13,1,-1,0,unknown,no,0,30-39,25-34,-
25021,53,technician,divorced,tertiary,no,6503,yes,no,20,nov,2.38,1,-1,0,unknown,no,0,50-59,45-54,13032.0
25022,37,self-employed,married,tertiary,no,1624,yes,no,20,nov,9.32,2,-1,0,unknown,no,0,30-39,35-44,-
25023,31,blue-collar,married,secondary,no,10287,yes,no,20,nov,4.88,1,-1,0,unknown,no,0,30-39,25-34,
25024,35,blue-collar,divorced,secondary,no,3102,yes,no,20,nov,2.3,1,-1,0,unknown,no,0,30-39,35-44,
25025,33,student,single,tertiary,no,3404,yes,no,20,nov,1.75,2,171,3,failure,no,0,30-39,25-34,3648
25026,53,unemployed,married,secondary,no,1561,no,no,20,nov,11.48,2,-1,0,unknown,no,0,50-59,45-54,0
25027,49,admin.,divorced,secondary,no,502,yes,no,20,nov,1.73,5,-1,0,unknown,no,0,40-49,45-54,10680
25028,34,management,married,secondary,no,56,yes,no,20,nov,5.18,3,183,1,failure,no,0,30-39,25-34,21936.0
25029,44,blue-collar,divorced,primary,no,3953,yes,no,20,nov,11.02,1,-1,0,unknown,no,0,40-49,35-44,
25030,32,admin.,single,secondary,no,781,no,no,20,nov,5.08,1,-1,0,unknown,no,0,30-39,25-34,10680
25031,51,entrepreneur,married,tertiary,no,6659,yes,yes,20,nov,3.18,2,189,1,failure,no,0,50-59,45-54,
25032,59,management,married,secondary,no,1083,no,no,20,nov,2.08,2,-1,0,unknown,no,0,50-59,55-64,21936.0
25033,41,management,married,tertiary,no,60,yes,no,20,nov,3.98,2,-1,0,unknown,no,0,40-49,35-44,21936.0
25034,58,retired,married,tertiary,no,5087,no,no,20,nov,1.05,2,154,1,failure,no,0,50-59,55-64,0
25035,35,admin.,married,secondary,no,725,yes,no,20,nov,3.65,7,133,1,failure,no,0,30-39,35-44,10680
25036,49,admin.,single,secondary,no,7426,no,no,20,nov,1.08,2,-1,0,unknown,no,0,40-49,45-54,10680
25037,35,admin.,single,secondary,no,0,yes,yes,20,nov,1.02,3,-1,0,unknown,no,0,30-39,35-44,10680
25038,43,management,married,primary,no,0,yes,yes,20,nov,2.05,3,-1,0,unknown,no,0,40-49,35-44,21936.0
25039,33,management,single,tertiary,no,4409,no,no,20,nov,1.53,2,-1,0,unknown,no,0,30-39,25-34,21936.0
25040,30,technician,single,secondary,no,782,yes,yes,20,nov,7.7,4,-1,0,unknown,no,0,30-39,25-34,13032.0
25041,39,management,divorced,secondary,no,4314,yes,no,20,nov,2.35,4,-1,0,unknown,no,0,30-39,35-44,21936.0
25042,33,self-employed,married,tertiary,no,631,no,no,20,nov,0.85,2,-1,0,unknown,no,0,30-39,25-34,-
25043,36,admin.,single,secondary,no,8785,yes,no,20,nov,7.08,2,-1,0,unknown,no,0,30-39,35-44,10680
25044,37,blue-collar,single,secondary,no,1184,yes,no,20,nov,2.48,2,-1,0,unknown,no,0,30-39,35-44,
25045,54,management,married,secondary,no,1660,no,no,20,nov,5.62,3,-1,0,unknown,no,0,50-59,45-54,21936.0
25046,59,retired,married,secondary,no,644,no,no,20,nov,9.12,2,-1,0,unknown,no,0,50-59,55-64,0
25047,31,technician,single,tertiary,no,438,yes,no,20,nov,2.75,1,100,2,failure,no,0,30-39,25-34,13032.0
25048,39,services,divorced,secondary,no,1957,yes,yes,20,nov,0.78,1,-1,0,unknown,no,0,30-39,35-44,8400
25049,36,blue-collar,married,primary,no,21,no,no,20,nov,0.58,1,-1,0,unknown,no,0,30-39,35-44,
25050,38,admin.,single,secondary,no,-23,no,no,20,nov,0.8,2,-1,0,unknown,no,0,30-39,35-44,10680
25051,33,self-employed,single,tertiary,no,4996,no,no,20,nov,3.83,1,-1,0,unknown,no,0,30-39,25-34,-
25052,37,unemployed,married,secondary,no,459,no,no,20,nov,1.82,4,-1,0,unknown,no,0,30-39,35-44,0
25053,31,blue-collar,married,secondary,no,1515,yes,no,20,nov,6.02,1,-1,0,unknown,no,0,30-39,25-34,
25054,35,technician,married,secondary,no,410,yes,no,20,nov,1.12,2,-1,0,unknown,no,0,30-39,35-44,13032.0
25055,49,blue-collar,single,primary,no,3710,yes,no,20,nov,1.78,2,-1,0,unknown,no,0,40-49,45-54,
25056,30,self-employed,single,tertiary,no,1259,no,no,20,nov,7.25,1,-1,0,unknown,no,0,30-39,25-34,-
25057,32,admin.,married,secondary,no,901,yes,no,20,nov,2.33,1,-1,0,unknown,no,0,30-39,25-34,10680
25058,31,technician,married,secondary,no,40,yes,no,20,nov,4.9,2,-1,0,unknown,no,0,30-39,25-34,13032.0
25059,34,technician,single,secondary,no,5039,no,no,20,nov,3.42,6,-1,0,unknown,no,0,30-39,25-34,13032.0
25060,58,technician,married,secondary,no,7429,no,no,20,nov,3.32,1,-1,0,unknown,no,0,50-59,55-64,13032.0
25061,31,admin.,married,secondary,no,782,yes,no,20,nov,7.12,1,-1,0,unknown,no,0,30-39,25-34,10680
25062,33,management,married,tertiary,no,3713,yes,no,20,nov,2.92,1,-1,0,unknown,no,0,30-39,25-34,21936.0
25063,45,technician,married,secondary,no,999,yes,no,20,nov,3.58,6,188,2,failure,no,0,40-49,45-54,13032.0
25064,57,self-employed,married,tertiary,no,3012,no,no,20,nov,1.63,4,-1,0,unknown,no,0,50-59,55-64,-
25065,38,technician,married,secondary,no,1696,no,no,20,nov,4.45,2,-1,0,unknown,no,0,30-39,35-44,13032.0
25066,35,other,divorced,primary,no,3888,no,no,20,nov,3.45,5,178,5,failure,no,0,30-39,35-44,17989
25067,30,admin.,single,tertiary,no,732,no,no,20,nov,2.98,1,-1,0,unknown,no,0,30-39,25-34,10680
25068,43,management,married,tertiary,no,28,yes,no,20,nov,1.22,1,-1,0,unknown,no,0,40-49,35-44,21936.0
25069,52,housemaid,married,secondary,no,3923,yes,no,20,nov,0.33,8,190,3,success,no,0,50-59,45-54,8400
25070,39,management,divorced,tertiary,no,155,yes,no,20,nov,0.33,6,153,26,failure,no,0,30-39,35-44,21936.0
25071,39,entrepreneur,divorced,tertiary,no,966,yes,yes,20,nov,3.1,1,-1,0,unknown,no,0,30-39,35-44,
25072,35,services,single,secondary,no,2467,no,no,20,nov,5.32,5,-1,0,unknown,no,0,30-39,35-44,8400
25073,43,management,divorced,tertiary,no,0,no,no,20,nov,2.57,2,-1,0,unknown,no,0,40-49,35-44,21936.0
25074,32,management,single,secondary,no,3829,no,yes,20,nov,4.45,1,-1,0,unknown,no,0,30-39,25-34,21936.0
25075,44,blue-collar,married,secondary,no,3060,yes,no,20,nov,1.88,1,189,2,failure,no,0,40-49,35-44,
25076,40,management,divorced,tertiary,no,9541,no,no,20,nov,2.13,2,189,1,failure,no,0,40-49,35-44,21936.0
25077,37,technician,married,secondary,no,1016,yes,yes,20,nov,3.25,3,8,1,failure,no,0,30-39,35-44,13032.0
25078,32,technician,married,secondary,no,5560,yes,yes,20,nov,5.5,3,-1,0,unknown,no,0,30-39,25-34,13032.0
25079,38,management,married,tertiary,no,0,yes,no,20,nov,0.42,2,-1,0,unknown,no,0,30-39,35-44,21936.0
25080,38,blue-collar,married,primary,no,3289,no,no,20,nov,5.67,2,164,2,failure,no,0,30-39,35-44,
25081,36,admin.,married,secondary,no,1954,yes,yes,20,nov,2.63,2,174,3,failure,no,0,30-39,35-44,10680
25082,46,admin.,divorced,secondary,no,2087,no,no,20,nov,12.8,3,-1,0,unknown,yes,1,40-49,45-54,10680
25083,59,technician,married,secondary,no,4263,no,yes,20,nov,7.1,2,-1,0,unknown,no,0,50-59,55-64,13032.0
25084,45,self-employed,married,tertiary,no,-497,yes,yes,20,nov,4.33,1,-1,0,unknown,no,0,40-49,45-54,-
25085,37,blue-collar,single,primary,no,315,no,no,20,nov,5.87,1,-1,0,unknown,no,0,30-39,35-44,
25086,52,self-employed,married,secondary,no,3720,no,no,20,nov,1.9,2,-1,0,unknown,no,0,50-59,45-54,-
25087,37,services,married,secondary,no,4760,yes,no,20,nov,3.12,2,-1,0,unknown,no,0,30-39,35-44,8400
25088,43,management,married,tertiary,no,2886,no,no,20,nov,3.83,1,-1,0,unknown,no,0,40-49,35-44,21936.0
25089,32,blue-collar,single,primary,no,121,yes,no,20,nov,12.63,1,-1,0,unknown,yes,1,30-39,25-34,
25090,52,entrepreneur,single,tertiary,no,3469,yes,no,20,nov,10.88,1,-1,0,unknown,yes,1,50-59,45-54,
25091,31,unemployed,married,primary,no,3837,no,no,20,nov,5.67,1,-1,0,unknown,no,0,30-39,25-34,0
25092,31,services,single,secondary,no,1987,yes,no,20,nov,0.92,2,-1,0,unknown,no,0,30-39,25-34,8400
25093,50,technician,married,tertiary,no,3117,no,no,20,nov,0.73,2,164,1,failure,no,0,50-59,45-54,13032.0
25094,30,services,single,secondary,no,370,no,no,20,nov,2.37,1,-1,0,unknown,no,0,30-39,25-34,8400
25095,43,self-employed,married,tertiary,no,6424,no,no,20,nov,0.92,1,-1,0,unknown,no,0,40-49,35-44,-
25096,44,blue-collar,married,secondary,no,1397,no,no,20,nov,5.43,1,-1,0,unknown,no,0,40-49,35-44,
25097,37,self-employed,single,secondary,no,4894,no,no,20,nov,4.0,1,-1,0,unknown,no,0,30-39,35-44,-
25098,40,admin.,married,secondary,no,2574,yes,no,20,nov,8.62,1,-1,0,unknown,no,0,40-49,35-44,10680
25099,52,housemaid,married,primary,no,1466,no,yes,20,nov,2.5,1,-1,0,unknown,no,0,50-59,45-54,8400
25100,59,retired,married,secondary,no,2467,no,no,20,nov,16.2,2,-1,0,unknown,no,0,50-59,55-64,0
25101,56,blue-collar,divorced,primary,no,285,no,yes,20,nov,1.22,1,-1,0,unknown,no,0,50-59,55-64,
25102,49,unemployed,married,tertiary,no,-471,yes,no,20,nov,1.28,3,185,7,failure,no,0,40-49,45-54,0
25103,31,services,married,secondary,no,1167,yes,yes,20,nov,4.65,1,-1,0,unknown,no,0,30-39,25-34,8400
25104,43,self-employed,married,primary,no,5039,no,no,20,nov,3.78,1,-1,0,unknown,no,0,40-49,35-44,-
25105,44,self-employed,married,secondary,no,0,yes,no,20,nov,0.67,3,-1,0,unknown,no,0,40-49,35-44,-
25106,49,technician,married,tertiary,no,8422,yes,no,20,nov,2.77,3,-1,0,unknown,no,0,40-49,45-54,13032.0
25107,32,admin.,married,tertiary,no,233,yes,no,20,nov,1.7,4,-1,0,unknown,no,0,30-39,25-34,10680
25108,47,blue-collar,married,secondary,no,3070,no,no,20,nov,2.4,2,-1,0,unknown,no,0,40-49,45-54,
